ebay_id,ebay_title,price,keeper_score
v1|236933960901|0,JOHN COLTRANE Blue Train LP BLUE NOTE Inc. BLP 1577 RVG DG MONO 47 W.63rd,150.00,0.9937
v1|206408134708|0,Brian Cullman - S/T  LP - Private Psych VG++,78.69,0.9873
v1|287457449333|0,Art Blakey Orgy In Rhythm Vol. 1 BLP 1554 Blue Note Mono RVG Ear DG New York USA,99.00,0.9871
v1|287457412780|0,Sonny Rollins Vol. 2 BLP 1558 Blue Note DG RVG Ear 47 W 63rd,1250.00,0.9870
v1|398167258935|0,CLIFFORD BROWN MAX ROACH At Basin Street LP EMARCY MG36070 DG MONO Sonny Rollins,20.66,0.9870
v1|407068251037|0,"Velvet Underground, the Loaded LP",26.00,0.9869
v1|366529021292|0,John Coltrane A Love Supreme Mono Impulse Original 1965,37.00,0.9858
v1|236928239625|0,THE CULT ELECTRIC LP ON SIRE RECORDS 1ST US PRESSING 25555 1987 VINYL EXCELLENT,19.99,0.9824
v1|366542075884|0,Lee Morgan Search For The New Land w/ Wayne Shorter RVG  BST 84169 Blue Note LP,66.01,0.9800
v1|366542040098|0,Yusef Lateef Stable Mates 1957 OG w/ Curtis Fuller DG Mono RVG Savoy PROMO LP,36.00,0.9785
v1|278176364554|0,Damascus-Caught In The Middle 1984 Christian/Psych/Rock-Private Press,19.99,0.9763
v1|287457355796|0,Paul Chambers Quintet BLP 1564 Blue Note DG RVG Mono E/E,1495.00,0.9756
v1|398167258941|0,"JOHN COLTRANE, COLTRANE PLAYS THE BLUES, Atlantic",34.43,0.9739
v1|287457094533|0,"BLUE NOTE 10"" LP 5013: Miles Davis Young Man With A Horn - Original Pressing",175.00,0.9713
v1|198492661031|0,PUBLIC ENEMY - IT TAKES A NATION OF MILLIONS... - Vinyl LP 1988 Def Jam OG US!!,9.98,0.9707
v1|398167258840|0,"Clifford Brown, Max Roach, Emarcy, Mono",20.66,0.9705
v1|407068675185|0,"Zombies, the Odessey and Oracle LP Promo Psych",128.50,0.9703
v1|206408134706|0,Brian Eno - Another Green World LP - Editions EG,11.50,0.9680
v1|117298440787|0,Syd Barrett The Madcap Laughs 1970 UK First Press Pink Floyd adjacent psych rock,115.00,0.9658
v1|366538549796|0,MILES DAVIS ALL STARS WALKIN LP PRESTIGE MONO LP 7076 RE RVG GOOD VINYL,8.50,0.9614
v1|198492635919|0,ERYKAH BADU - WORLDWIDE UNDERGROUND - Vinyl LP 2003 Original US Press!,17.50,0.9612
v1|398167258918|0,Charles Mingus w/Hampton Hawes/Danny Richmond – Mingus Three LP 1959 Jubilee RE,15.15,0.9610
v1|188632316778|0,RARE BIRD EPIC FOREST POLYDOR RECORDS PD 5530  PSYCH ROCK VINYL NEAR MINT!,14.99,0.9580
v1|236933985595|0,"Hello People-Fusion Philips 1968 psychedelic folk, jazz, rock",7.99,0.9572
v1|236933149861|0,PAUL BLEY & SCORPIO S/T OG LP 1973 MILESTONE STEREO PRESS MSP 9046 VG+ Free Jazz,5.00,0.9572
v1|267725666400|0,MAX ROACH PLUS FOUR 1956 TRIP 1975 TLP-5559 SONNY ROLLINS NM/VG+,7.99,0.9569
v1|267725696972|0,"1972 Reissue – Donald Byrd ""A New Perspective"" Blue Note BST 84124 Div of UA VG",13.00,0.9567
v1|227425671061|0,Miles Davis All Stars  1st DG 7034 Milt Prestige lp RVG,21.80,0.9544
v1|227425671061|0,Miles Davis All Stars  1st DG 7034 Milt Prestige lp RVG,21.80,0.9544
v1|158077038090|0,SONNY CLARK Cool Struttin' 1962 MONO REPRESS LP Used! Blue Note 1588 RVG P 9M,107.50,0.9516
v1|198492109850|0,SQUAREPUSHER - MAXIMUM PRIEST E.P. - Vinyl EP 1999 - Warp Records - OG UK Press!,9.98,0.9501
v1|267725687525|0,1966 Reissue - Art Blakey Messengers “The Big Beat” BLUE NOTE Liberty BST 84029,50.00,0.9494
v1|236928228407|0,Psych 45 VELVET UNDERGROUND & NICO Sunday Morning VERVE promo o,227.50,0.9469
v1|168531701554|0,"Leonard Cohen ""Songs Of Love & Hate"" LP Columbia C 30103 Dark OG",16.00,0.9461
v1|398167258846|0,Sonny Rollins Moving Out Prestige Records Rvg,66.78,0.9452
v1|287457294200|0,MILES DAVIS - COOKIN' 1958 PRESTIGE RECORDS MONO SECOND PRESS PR 7094 NJ RVG DG,72.69,0.9447
v1|188637114539|0,"""John Coltrane Quartet Plays"" Early Mono Impulse A-85 chim chimeree vinyl LP",99.00,0.9430
v1|366542065052|0,Lou Donaldson Gravy Train 1966 RVG Ear NY BLP 4079 Mono Blue Note LP,45.00,0.9426
v1|398167258932|0,Sonny Clark Cool Struttin' Blue Note Stereo,34.43,0.9422
v1|336684996254|0,LP The Chi-Lites self-Titled Brunswick LBL OG MINT-,19.95,0.9410
v1|188632342383|0,Rare Midwest Jazz Lp.,5.99,0.9403
v1|236931868836|0,Nico Chelsea Girl Lp 1971 UK 1st Press MGM VG Velvet Underground,49.95,0.9384
v1|178305884379|0,RARE BIRD AS YOUR MIND FLYS BY ABCS-716 PSYCH ROCK VINYL NEAR MINT!,14.99,0.9325
v1|307058847485|0,"UK FREAKBEAT ""FIRE"" ● MINT og '68 ● CRAZY WORLD ARTHUR BROWN ● Psych PROG Garage",49.98,0.9282
v1|318573005516|0,WILLIS JACKSON Bossa Nova Plus Shuckin' LP PRESTIGE PR 7260 OG blue label mono,6.99,0.9280
v1|198492659918|0,PHARCYDE - LABCABINCALIFORNIA - Vinyl 2 x LP 1995 Delicious Vinyl - OG US Press!,26.00,0.9249
v1|267725895916|0,LEONARD COHEN-Live Songs-1973 VG++/NM- LP! Bird On A Wire/Tonight Will Be Fine,9.99,0.9243
v1|366542061273|0,Stanley Turrentine w/ The 3 Sounds Blue Hour RVG Ear Mono W 63 / NY Blue Note LP,8.99,0.9238
v1|800321845025|0,Brian Eno - Discreet Music LP - Antilles VG+,13.50,0.9237
v1|137507337046|0,Rare Germany Press LP 1995 Electrecord Third Electric 1.9.8.3. ER100,14.95,0.9234
v1|227426045472|0,Westside Connection US Original Vinyl 1996 Vinyl  RARE SINGLE ,10.00,0.9232
v1|407068242159|0,Velvett Fogg Self-Titled LP UK Pye Psych Laminated cover Rare!,280.00,0.9211
v1|127974763781|0,"BLACK PEARL, Debut LP On Atlantic, Rare W.C. Psych/Blues Rockers, 1969 VG+/VG",11.85,0.9204
v1|318568478756|0,Harold Budd/Brian Eno - The Pearl LP - Editions EG VG+ PROMO,41.00,0.9172
v1|158077049519|0,CATS FLANAGAN COLTRANE BURRELL SULIEMAN 1ST Press MONO 1959 LP New Jazz RVG DG,120.50,0.9171
v1|267714162664|0,🎤︎ THE CURE - BOYS DON'T CRY - POST PUNK /GOTH ROCK / NEW WAVE / 2 Tone Ska LP,39.99,0.9106
v1|178305248742|0,MAX NEUHAUS ELECTRONICS + PERCUSSION COLUMBIA STEREO PSYCH MS 7139!,14.99,0.9089
v1|137506466643|0,BENNIE GREEN Back On The Scene MONO LP Used! 1958 Blue Note Records RVG DG 9M P,200.00,0.9059
v1|398167258890|0,"SONNY ROLLINS AND THE CONTEMPORARY LEADERS, Contemporary, Mono",20.66,0.9054
v1|366537005125|0,The Monkees Head OG LP 1968 with OG Colgems Inner Sleeve Psych,24.50,0.9051
v1|398167258864|0,The Amazing Bud Powell The Scene Changes  Mono Blue Note Rvg,74.21,0.9041
v1|336684560969|0,Rare Private Modern Soul LP : Nevada Smith ~ Looking For Someone ~ DNA 62251,19.99,0.9025
v1|137506487385|0,MAX ROACH We Insist! Freedom Now Suite MONO 1961 LP Used! Candid IND CJM 8002,50.99,0.9011
v1|377332633106|0,Rare Vinyl Release Blackeyed Susan Electric Rattlebone Mercury Import original,111.11,0.9009
v1|206408134687|0,Alec Seward - Creepin' Blues LP - Prestige Bluesville OG Press RVG VG+,66.00,0.9007
v1|298503308573|0,TOPLOADER Onka's Big Moka RARE 1st Pressing 2000 UK Limited Ed RARE! Vinyl LP,34.99,0.8993
v1|307067809470|0,"BEAUTIFUL *MINT* 1970 UK PYE ~ ""FIRE"" MAGIC SHOEMAKER ~ HOLY GRAIL PSYCH PROG LP",1798.98,0.8975
v1|278128725110|0,"MILES DAVIS ""EARLY MILES"" 1969 PRESTIGE PRST 7674 JAZZ BOP LP NEAR MINT",12.50,0.8965
v1|398169839336|0,V/A - Take Flight - Self-Release LP VG++ PSYCH FOLK FUZZ MCCC OG,59.98,0.8961
v1|318573215450|0,VINYL RECORD LP - GEORGE HARRISON - ALL THINGS MUST PASS - 3LP BX SET - STCH 639,49.99,0.8951
v1|147432682027|0,Rare Germany LP 1995 Electrecord Third Electric ER200 URSTOFF Clean Vinyl  ,14.95,0.8949
v1|318568478717|0,Christopher - What'cha Gonna Do LP - Chris-Tee - Rare Private Psych OG Press VG+,998.00,0.8946
v1|318568478732|0,Echo & The Bunnymen - S/T LP - Sire NM,14.49,0.8931
v1|407068549355|0,"Wild Thymes, the Reflections LP Psych Purple wax Insert Ltd #'d Ed in shrink",5.00,0.8912
v1|227426005970|0,"Steve Reich ""Music For 18 Musicians"" ECM 1978 Minimalism Avant Garde SHRINK",61.00,0.8893
v1|127970951646|0,Stanley Turrentine Straight Ahead 1985 EX++ Jazz LP Blue Note ( Killer Lineup ),8.00,0.8885
v1|377332160138|0,CHICO HAMILTON THE DEALER 1967 VINYL LP IMPULSE A-9130 RARE JAZZ Larry Coryell,9.99,0.8849
v1|377337889135|0,AYNSLEY DUNBAR Blue Wale LP BYG Fr. Import Psychedelic Prog Rock Zappa,4.99,0.8845
v1|307058848198|0,"WILD! og ACID ""FIRE"" GOD  1971 UK ARTHUR'S KINGDOM COME ~GALACTIC ZOO Prog Psych",49.98,0.8839
v1|318572990916|0,MILES DAVIS Fillies de Kilimanjaro LP COLUMBIA CS 9750 rare 2-eye stereo shrink ,8.99,0.8835
v1|188632164358|0,Funk Soul - Roy Ayers Ubiquity Running Away - Polydor - Disco Breaks,9.99,0.8830
v1|287456713472|0,The Jazz Messengers at the Cafe Bohemia Volume 1 Blue Note BLP 1507 First Press,200.00,0.8820
v1|198492115607|0,BRAND NEW HEAVIES - SELF-TITLED (S/T) - Vinyl LP 1991 Original Press!,12.50,0.8806
v1|227428535015|0,Vintage Vinyl Record Sonny Rollins Don't Ask LP M-9090 1979 Milestone Jazz Funk ,10.00,0.8797
v1|267724399332|0,🎤︎ 1975 MOACIR SANTOS Carnival Of The Spirits US LP Blue Note Latin Jazz Funk,14.99,0.8789
v1|267722063610|0,LAZA I IPE - Stizemo - '78 Yugoslavia? press VG+/EX prog psych LP - gatefold,18.99,0.8775
v1|298500645845|0,SUSPIRIA GOBLIN DARIO ARGENTO VINYL Records Lot Of 2 Very RARE! Horror,175.00,0.8764
v1|307058857673|0,"MARIO ANDRRETTI =RARE 1971 LOCAL PA. ""TOGETHER SOUND OF LEHIGH"", HARD ROCK PSYCH",249.98,0.8752
v1|398167258841|0,"Sonny Rollins, What's New?, Rca Victor",17.21,0.8728
v1|227428623497|0,Mariah Carey Irresistible Promo 12”  Rare Vinyl EP Record NM,5.99,0.8715
v1|227428311992|0,The Red Garland Quintet w/ John Coltrane Dig It! 1962 Stereo  Prestige  LP VG+,9.99,0.8699
v1|800321887039|0,GEORGE HARRISON All Things Must Pass STCH-639 3XLP VG++/VG+ boxset w/ poster k,31.00,0.8695
v1|287461920760|0,ROY AYERS - No Stranger to Love LP Vinyl Exc,12.00,0.8689
v1|137493489291|0,No Remorse See You 1989 OG 1st Press UK Punk Oi LP NM!,215.50,0.8686
v1|137493566857|0,Love Forever Changes OG 1968 UK 1st Press Elektra Psych LP Clean EX,19.50,0.8678
v1|336688400578|0,Bill Evans Trio Everybody Digs Bill Evans RLP 12-291 Mono First Pressing Vinyl,400.00,0.8657
v1|198486002069|0,JAIR RODRIGUES É Isso Aí... 1971 Brazil LP ORIG 70s Philips 6349 018 NM/VG+,2.95,0.8652
v1|318572964804|0,"Zzyzx ""Runnin"" LP Vintage 1983 Hard Rock Black Wax Very Rare VG Picture Disc",25.00,0.8639
v1|158083770835|0,"Original Sonny Terry LP, Riverside, RLP-644, blue, deep groove, mono, M-",29.99,0.8639
v1|318571866391|0,ALICE COOPER Muscle Of Love Vinyl LP Record 1st Press BS 2748 OG Insert 1973 VG,19.00,0.8631
v1|327258412662|0,RARE The Cramps Kizmiaz Red Vinyl French Release New Rose Records Punk LP,50.00,0.8613
v1|800321845132|0,Labrys - Sisterlove LP - Labrys - Private Synth Electro NM,37.00,0.8588
v1|168531724466|0,"The Deviants - Ptoof! - OG US Sire (London) rare promo w/ hype stickers, NM-",79.99,0.8576
v1|158083732845|0,"John Coltrane/Kenny Burrell LP, Cats, New Jazz 8217, OJC 079, M-",19.00,0.8554
v1|407068325119|0,West Coast Pop Art Experimental Band Where’s My Daddy? LP Amos Psych Promo Rare!,26.00,0.8547
v1|398168010757|0,Adam F - Colours 1997 UK EMI F-Jams 2xLP + [ VERY RARE ] Original Shrink DnB VG+,59.99,0.8538
v1|198492647491|0,ICE-T - O.G. ORIGINAL GANGSTER - Vinyl 2 x LP 1991 Original US Promo!!,9.98,0.8537
v1|307059840479|0,CHYLDS 45 GREY DAYS / NO MORE TEARS Garage Rock Psych Punk Prog  EX,9.99,0.8529
v1|318568487214|0,BRIAN ENO/DAVID BYRNE My Life In The Bush Of Ghosts SIRE LP VG+/VG++ k,10.50,0.8517
v1|407068663881|0,Yesterdays Folks US 69 LP Psych,7.50,0.8509
v1|800321845029|0,Brian Eno - Apollo Atmospheres And Soundtracks LP - Editions EG SEALED,49.48,0.8497
v1|158077329685|0,Elvin Jones LP Mr. Jones Blue Note,10.00,0.8494
v1|257618707493|0,"Industrial Metal Vinyl Lot x8 - Ministry, Prong, Killing Joke etc - w/promos!",90.00,0.8471
v1|377338198470|0,ATILLA s/t BILLY JOEL Epic 1970 Prog Psych Rock LP VINYL Record ALBUM VG+ USED,124.99,0.8468
v1|298500020714|0,"Antonio Carlos Jobim - Wave, A Festival Australia New Zealand Release",30.00,0.8457
v1|366535384517|0,GEORGE HARRISON All Things Must Pass APPLE 3XLP VG+/VG++ europe boxset k,38.00,0.8456
v1|178304703477|0,Television Adventure Red Vinyl LP,25.00,0.8453
v1|327258459917|0,PINK FLOYD Saucerful Of Secrets OG Tower LP prog 1968 EX/VG+/VG,59.99,0.8443
v1|398167913956|0,BIKINI KILL - Reject All American - 1996 Kill Rock Stars KRS 260 - Vinyl LP,40.00,0.8416
v1|318568478739|0,Faust - S/T LP - Recommended UK,20.49,0.8393
v1|336685244664|0,HP Lovecraft II original Phillips Stereo PHS 600 279 Gatefold cover 1968,4.99,0.8385
v1|407068130342|0,Tears for Fears Songs From the Big Chair LP,15.50,0.8363
v1|800330136158|0,Modern Jazz Quartet 2fer Gatefold on Prestige,4.00,0.8359
v1|178309008513|0,"Atlantic John Coltrane Giant Steps 12"" Black label Vinyl LP 33 RPM SD 1311",149.00,0.8343
v1|398167258856|0,The Kenny Burrell Quintet With John Coltrane Prestige PR 7532 Stereo 1967,24.10,0.8341
v1|358791274878|0,Roger & Wendy - Love Rog & Wen - Horny/Private Press LP VG/VG+ FOLK/PSYCH RARE,69.98,0.8330
v1|267726064295|0,The Cure Kiss Me Kiss Me Kiss Me 2 LP Columbia House CRC Pressing,34.99,0.8324
v1|407068650880|0,Yellow Hand Self-Titled LP Psych,5.00,0.8322
v1|227428671600|0,The Temptations 1990 LP Vinyl Gordy 1973 G965V1 Rare Soul Funk,0.99,0.8320
v1|336684966233|0,LP Blue Magic Mystic Dragons ATCO LBL OG Rare Funk Soul (1974) MINT- OG INNER SL,19.95,0.8314
v1|198492661459|0,PUBLIC ENEMY - YO! BUM RUSH THE SHOW - Vinyl LP 1987 Def Jam Original US Press!,9.98,0.8312
v1|318568478701|0,Brian Eno - Before And After Science LP - Editions EG VG++,17.50,0.8307
v1|137493389559|0,Legal Weapon Death Of Innocence OG 1982 1st Press Punk LP NM in Shrink w Hype!!,132.50,0.8307
v1|236933836773|0,"FACTORY RECORDS: Happy Mondays- Madchester Rave On UK WLPROMO ONLY 12"" w/Insert",5.00,0.8303
v1|127971619242|0,"La Fresa Acida - Exitos Con LP VG+/VG Vinyl 12"" 70's Mexican Psych Hippie Rock",14.99,0.8296
v1|800330298952|0,"BLUE NOTE RARITY - The 3 Sounds-Good Deal, VG/VG read",8.99,0.8296
v1|358787615164|0,Bush Tetras-vinyl ,10.00,0.8284
v1|327258620188|0,Miles Davis / In Concert - Classic Jazz Fusion Vinyl - 1973 Original,1.25,0.8282
