Title,Price,DiscogsID,MaxPrice
MOUSE ON MARS Idiology LP Domino EU 2001 original pressing Vg/ NM,39.95
The Lat-Teens - Fuego a la lata | Rare C-1044 Mono,164.99
The Stooges Funhouse Fun House Vintage US LP Vinyl 1983 Press Vg+ 74071,39.99
Cal Tjader / Carmen McRae - Heat Wave 1982 Jazz Vinyl Record,11.29
"Trans Am - RED LINE, 2000 Thrill Jockey 1st Press, Vinyl LP Record VG/NM",44.95
MANDRILL Self Titled LP  1971 Polydor Records Album Vinyl 1st Press funk soul EX,49.99
MTUME UMOJA ENSEMBLE alkebu-lan land of blacks  ( jazz ) 2LP 1972 - RARE -,500.00,1092929,200
Depeche Mode - Some Great Reward - Original 1984 Sire Records 25194-1 Excellent ,24.99
Money Jungle LP Vinyl Record Duke Ellington,175.00
Jon Hassell / Brian Eno - Fourth World Vol. 1 - Possible Musics (LP) (Very Good ,40.25,1014390,21
THE SMITHS Self-Titled 1984 LP Vinyl Record Album Morrisey : EX/EX 1-25065,69.95
"Emil Richards LP New Sound Element ""Stones"" 1967 Moog Synth Psych VG/EX",45.00,10380023,45
FELA ANIKULAPO KUTI Black President 1984 LP CAPITOL SN 16292 Afrobeat NM Vinyl,24.99
ALBERT AYLER New Grass ORIG 1969 LP Impulse AS-9175 Stereo EX Vinyl,49.99
Esper LP Home Grown Sounds of Rush 1975 Experimental Marijuana EX/EX,40.00,5791927,25
Brian Eno - Another Green World LP Island Records ILPS 9351 1975 1st Pressing,39.99
BAUHAUS Mask UK 1st Pressing on BEGGARS BANQUETBEGA 29 WEA Pressing 1981 VG++,45.00
SHIRATI JAZZ --- BENGA BEAT --- CARTHAGE RECORDS --- CGLP 4433 --- RELEASED 1987,42.00
Pat Martino ~ Footprints ~ Vintage LP 	Muse Records – MR 5096,29.99
New Order Power Corruption & Lies 1983 LP Factory FACTUS 12 Die Cut Age Consent,40.00
THE VOICES OF EAST HARLEM 1973 Just Sunshine Gatefold excellent,30.00
No Doubt – Tragic Kingdom LP Vinyl Original Press Interscope 1995,75.99
GANG OF FOUR Solid Gold Seminal Post Punk  '81 1st US Pressing EMC 3364 LP NM,32.00
BLACKHOUSE Hope LP Vinyl Rare LIMITED EDITION Electronic Experimental INDUSTRIAL,50.00
"Jim Hall ""Concierto"" LP 1975 MONO Gate CTI Van Gelder VG",25.00
"The Fall I Am Kurious Oranj Vinyl LP Beggars Banquet Label, RCA Publicity Insert",49.99
Killing Joke Outside The Gate Original 1988 Pressing Cover in Shrink but DAMAGED,24.99
"Sonic Youth Daydream Nation 1988 Original Pressing 2 LP Record Album, VINLY ONLY",84.99
UNPLAYED BY HUMAN HANDS LP Computer Humanities 9771 Experimental Instrumental,19.99
Mikki LP Promo Album 1982 FEMALE ELECTRO FUNK DISCO VG+ 80's HEAR!,21.11
Gabor Szabo - Jazz Raga 1967 Impulse AS-9128 1st Pressing Stereo (Van Gelder),50.00
The Velvet Underground ~ White Light/White Heat (Verve 1985) Vinyl LP,22.00
Sébastien Tellier Sexuality LP Album Vinyl Record VG+/VG+ PINK ORIGINAL,100.00
ART BEARS Hopes And Fears 1978 UK Re 2188 Gatefold LP Dagmar Krause Henry Cow NM,124.99
Indigo Girls  Strange Fire  Indigo Records Black Vinyl  LMM II Nice Copy,120.00
"Clarence Reid,  Running Water, 1973 1st Alston, SD-7027, VG/VG",39.95
Cocteau Twins HEAD OVER HEELS 1984 Promo LP SMS Japanese Pressing Near-Mint Disc,125.00
"Terumasa Hino Sextet  ""Fuji"" 1976 Near Mint LP Post Bop Free Jazz Avant Garde",15.00
MAKAHA SONS OF NI'IHAU No Kristo LP POKI Hawaii Israel Kamakawiwoole TESTED EX+,64.98
Melvins Ozma 1989 Promo Vinyl w/Inserts Sludge Metal Boner Records,100.00
The Deviants #3 Italy Transatlantic Press Vinyl Lp,110.74
1984 BIG BLACK Songs About Fucking T&G LP #24 Touch & Go vinyl record 5pix,39.99
1983 CABARET VOLTAIRE The Crackdown Virgin CV-1 vinyl LP record UK press 3pix,14.99
"NEW ORDER ""Power, Corruption And Lies"" LP 1883  Factory (US) ‎– FACTUS 12 DieCut",54.95
Mal Waldron Blues For Lady Day LP Arista AL 1013 Promo Jazz,44.99
Screaming Trees Clairvoyance Vinyl Record Album First Press!,300.00
Fugazi Instrument Soundtrack 1999 UK Pressing Ex  Dischord Records Post Punk LP,50.00
"Joni Haastrup - Wake Up Your Mind Original Press on Afrodisia, cover is repress",100.00,1538662,150
African Brothers Band International – Agatha 1981 Makossa Highlife Vinyl,45.00
Camera Obscura My Maudlin Career Vinyl 2009 Record LP,16.00
Fay Akam Ambrey – Pourquoi Fuir Moi Disques Soukous Vinyl,35.00
afro disco funk boogie 12” JUNGLE BAND Jungeland MP3 American Records Electro,18.74
MIRAH college park is always ready to party SIGNED #'d vinyl LP 32/500 RARE,189.00
De La Soul - 3 Feet High And Rising Vinyl LP Album 1989 First Release,49.99
"Jackie Mclean, Mcleans Scene, 1965 Prestige Mono, #8212, Van Gelder, VG+/G+-VG",55.95
DONALD BYRD Electric Byrd Jazz Vinyl Record LP BLUE NOTE R.Carter VAN GELDER RVG,25.99
Laraaji - Essence / Universe LP Vinyl Record EX/EX,55.00
Donald Byrd Ethiopian Knights Jazz Vinyl Record LP Blue Note Funk Hutcherson NM,21.99
BLASTMASTER RADIO (KEEP THE RADIO CLEAR) ~ 2 LPs 1988 EX ~ SAMPLE BEATS ACID,50.00
TLC – CrazySexyCool LP Record 1995 LaFace R&B Hip Hop 33⅓ RPM,9.99
THAINAADU Tamil Aabavaanan Musical LP Record,55.00
"A Tribe Called Quest – People’s Instinctive Travels… (1996 Reissue, Jive) LP",36.00
FELT Ignite The Seven Cannons Cherry Red France VG+ w/ Lyric Sheet Cocteau Twins,39.99
Lonnie Liston Smith & The Cosmic Echoes Visions Of A New World Orig NM LP CLEAN,54.00
THE SHOPPE - The Shoppe  1980,12.99
DOUGIE MACLEAN / SNAIGOW ~ 1980 U.K. Plant Life PLR 022 Album ~ NEAR MINT,33.00
"DEAD BOYS "" YOUNG, LOUD, & SNOTTY ""  RECORD  LP ACID PSYCH",49.99
"Stereolab vinyl - Pulse Of The Early Brain. HTF Limited Numbered 3xLP, 2022. EX+",39.49
"DEAD BOYS "" WE HAVE COME FOR YOUR CHILDREN "" ALBUM  LP ACID PSYCH PROMO COPY",49.99
HERBIE HANCOCK MAIDEN VOYAGE BLUE NOTE BST84195 REPRODUCTION US VINYL LP,26.99
Leather Nun — Slow Death Criminal Damage Records Vinyl LP Industrial,45.99
"John Davis  – Pure Night - Shrimper Records,Vinyl,LP,Lo-Fi Rock,Indie Rock ",6.99
EP:  CINDY LEE - Cat O' Nine Tails REISSUE,45.00
Talk Talk - The Very Best Of - 1988 EMCJ (L) 7939761 Vinyl LP EXC,59.99
Sebadoh Bakesale 1994 LP Vinyl First Pressing,99.00
MEAT PUPPETS Meat Puppets II RARE 1984 SST Records Vinyl Album LP Curt Kirkwood,99.95
John Cage Sonatas And Interludes For Prepared Piano Vinyl LP First Press Dial,200.00
Vintage 80's The Fall – Bend Sinister Vinyl  (Beggars Banquet BEGA 75 UK),84.99
"Music Inc. Tolliver McBee Hopps Cowell SES-1971 (Vinyl LP, 1971)",125.00
Eiko Ishibashi Drive My Car Original Soundtrack 2021 Vinyl LP NM/NM,89.99
MORT GARSON Mother Earth's PLANTASIA 1976 1st Press Homewood H-101 Vinyl LP,275.00
"Emily Sprague - Cloud Time (LP, Ltd, Clo) (Mint (M)) - 3873377431",25.00
"The Meat Puppets ,Out my Way, Vinyl LP. First pressing .SST records.",35.00
"BARRETTO-EYE OF THE BEHOLDER 12"" Vinyl 1977 ",24.99
Holy Modal Rounders Indian War Whoop ESP-Disk 1068 Vinyl LP Ultrasonic Cleaned,19.27
The Meat puppets Mirage vinyl LP. 1987. mint. original pressing.SST records,30.00
"The Meat Puppets, Up on the Sun vinyl LP. 1985 original pressing. ",35.00
Bob Thiele w/ California Dreamers Light My Fire PROMO Impulse lp Psych Jazz,99.99
H.P. Lovecraft II Vinyl Record LP 1968 Philips Psyche PHS-600-279,30.00
Pixies - Surfer Rosa - US First Press 1988 - Vinyl LP - 4AD - CAD 803  VG+/VG+,175.00
The Deep Six - The Deep Six OG First 1966 MONO Press (VG+) Vinyl LP LRP-3475,30.00
GROUNDHOGS - Thank Christ for the Bomb (1970 Liberty) VG+/EX-,36.00
Charles Wright Watts 103rd Rhythm Band You're So Beautiful RARE 1971 PROMO (VG+),15.00
Birtha - Can't Stop The Madness RARE 1973 OG Press (VG+) Vinyl LP DSX-50136,28.00
GEORGE MICHEAL - Faith 1987 1st Press LP Vinyl EX,34.99,4504601,18
Van Der Graaf Generator The Quiet Zone Pleasure Dome RARE 1977 Early/1st UK (VG+,25.00
Randy Weston LP Piano A la Mode,9.75
Randy Weston ex / m- cc GF LP same self title,8.49
"Various ‎– Kill Rock Stars / Kill Rock Stars ‎– KRS-201 Format: Vinyl, LP, EX/EX",100.00
Heaven- Knockin’ On Heavens Door( OG 80s Rock OG Inner Vinyl Record),17.77
1966 MARION CRUME & NANCY CURRY The Rainy Day Record G/F LP Bowmar 2060 VG-/VG+,12.99
Ray Barretto Irresistible Vinyl 1989 Fania JM 658 SALSA LP NM/EX!,19.99
"Gal Costa ""Gal Tropical"" LP vinyl Brazil w/ Poster 1979 Bossa Nova",20.00
Ronin - Self-Titled S/T 1980 Vinyl LP OG Mercury Press Ultrasonic Cleaned Tested,7.67
Dead Kennedys - Give Me Convenience Or Give Me Death (LP) (Near Mint (NM or M-)),34.95
"The Mandrake Memorial – Puzzle 12"" Vinyl Album LP Psychedelic Rock Poppy Records",34.45
Sebastião Tapajós “Guitarra Criolla” Rare Vinyl LP album (brazilian Guitar),29.00
"Bonnie Prince Billy 'I See Darkness' Vinyl LP Record, 1998 Pressing PR22",23.19,434784,15
"Pat Martino – El Hombre 12"" Vinyl Album LP  Jazz Prestige – PRST 7513",67.45,3056098,32
T. Rex Electric Electric Warrior LP [Reprise RS 6466] Gatefold,19.99
JOHN COLTRANE-HANK MOBLEY Two Tenors SCARCE PRESTIGE MONO LP Elmo Hope RVG Hear!,35.00
"INXS Kick VINYL LP ALBUM 1987 ATLANTIC RECORDS GUNS IN THE SKY, TINY DAGGERS",20.99,394397,15
Doug Watkins Quintet - Soulnik LP - New Jazz - NJLP 8238 RVG VG+,260.00
Afflicted LP The Afflicted Man’s Musical Bag rare 1979 UK punk kbd btf ,99.99,1529473,45
NIK RAICEVIC - HEAD  Vinyl LP - BUDDAH Records ULTRASONICALLY CLEANED OOP,9.99,582895,20
LEONARD COHEN Songs Of Leonard Cohen Original Vinyl & Songs From A Room LP,14.00
"Pink Floyd - The Piper At The Gates Of Dawn( In Shrink , Mono Vinyl Record)",31.11
"TELEX-Snakes & Music-Stacey Pullen & Maurice Fulton Mixes-12"" Vinyl LP-UK Press",7.99
Meat puppets Monsters vinyl lp. SST first pressing 1989. Mint,25.00
Meat Puppets Huevos.Original SST rare first pressing 1987.,35.00
ORNETTE COLEMAN The SHAPE OF JAZZ TO COME MONO Vinyl LP Record Atlantic EX/EX,75.00

PHAROAH SANDERS Village Of The Pharoahs IMPULSE VG+,50.00
HORACE PARLAN “Arrival” Vinyl LP  Steeplechase SCS-1012 (Denmark) Trio Quintet,45.95
The Smiths - Louder Than Bombs 2LP - Sire/Rough Trade 1987 Tested and Working ,99.99
"Fuzzy Logic Fuzzy Logic?! 12"" Grey Marbled Vinyl 1995 ORIG Sonic Clean EX/VG",29.23
Joachim Kuhn Hip Elegy Feat. Alphonse Mouzon Lp 1976 ORIG Germany Import VG+/VG+,49.99
Omega III Lp 1975 ORIG Germany Quadrophonic Press Ultrasonic Clean VG+/VG,52.99
Sylvester - Step II (LP) (Near Mint (NM or M-)) - 3906680983],12.10
Bobby Caldwell Carry On 1982 Vinyl Record LP PolyGram Records,14.99
"KATE BUSH ""The Kick Inside"" 1978 EMI AMERICA Vinyl  green label VG+/VG+",24.95
"Soul Children / Finders Keepers / Epic PE 33902, 1976 US LP / Producer Don Davis",30.00
Iliad Distances Vintage Vinyl LP 1976 Northern Lights Record NL-6175,44.00
ALESSANDRO MENDINI Architettura Sussurrante Ariston ARLP/12408 Italy  LP rare NM,75.00
BRIAN ENO ‘Discreet Music’ 1978 UK Pressing Vinyl LP Ultrasonically Cleaned,18.00
PERE UBU: THE TENEMENT YEAR VINYL LP ENIGMA D1-73343 : EX/EX Ultrasonic Cleaned,24.99
Archie Shepp Kwanza Vinyl LP Original 1974 Impulse quad gatefold VG+/VG,23.99
"Bauhaus - Bela Lugosi's Dead 12"" (1979, Small Wonder) UK 1st Press, VG+/VG",50.00
"Calexico - The Black Light, Vinyl LP, 1998, NM",54.99
"Browning Bryant, Patches, (LP, Ind), VG+, 4006264084",14.99
"Big Black Bastard B.B.B. ""I Want You to F__k Me"" (12"" Vinyl Single)",49.95
YUSEF LATEEF Autophysiopsychic ART FARMER - 1977 Jazz Funk LP Record Album,40.00
AHMAD JAMAL At The Top/Poinciana Revisited LP 1ST PRESS 1969 ABC/IMPULSE AS-9176,36.00
MUTABARUKA-CHECK IT-LP-Vinyl-Record-Album-Raggae,14.99
"GINA X - Yinglish  (OG/Original 1984 UK Press Vinyl LP + Bonus 12"") W/Lyrics",14.99
THE CURTIS FULLER SEXTET-SLIDING EASY VINYL 1959,228.00
Bruce Palmer The Cycle Is Complete 1970 Verve Forecast FTS 3086 Psych Folk Rock,150.00
Calexico Hot Rail Quarterstick Records QS62 LP Tucson 2000 OG,18.99
Don Cherry Live In Stockholm Vinyl Double LP,29.95
BOBBI HUMPHREY - Blacks And Blues 1973 BLUE NOTE RECORDS BA-LN142-G,32.50
J.B.'S INTERNATIONALS - JAM II DISCO FEVER - SOUL LP   (20103),25.00
BANG BANG YOU’RE TERRY REID 1968   EPIC  VG+/VG++  VINYL LP RECORD,33.99
YUSEF LATEEF~LIVE AT PEP'S LP (1965) JAZZ IMPULSE! A-67 STEREO VAN GELDER,35.00
T. Rex Electric Warrior Vinyl LP,25.00
First press Latin jazz lp MILT JACKSON Jazz n Samba 1965 Impulse A-70 mono PROMO,49.95
O’DONEL LEVY-THROUGH A SONG VINYL 1982 JAZZ FUNK SOUL RARE,195.00
EBERHARD WEBER THE FOLLOWING MORNING NM/NM- VINYL LP ORIG '77 ECM MASTERDISK,24.95
EBERHARD WEBER Fluid Rustle UNPLAYED NM++ LP ECM ORIG Gary Burton BILL FRISELL,29.95
John Coltrane: Impressions LP Impulse Gatefold Stereo Original NM Vinyl,225.00
Nohelani Cypriano In The Evening Private Hawaiian Modern Soul Disco Funk VG++ LP,74.99,3183433,30
Sunburned Hand Of Man - Headdress on Three Lobed PURPLE vinyl VG+ VG+ Limited Ed,19.99
The Cure Kiss Me Kiss Me Vinyl 2 Record set 60737-1 Elektra Asylum VG DMM,65.00
24 Carat Black - III (LP) (Very Good Plus (VG+)) - 3628124838,29.95
Ken Kesey - The Acid Test (LP) (Near Mint (NM or M-)) - 3148176239,29.95
Brainticket - Psychonaut (LP) (Near Mint (NM or M-)) - 3148051109,29.95
TAD Vinyl LP Lot Salt Lick 8-Way Santa Incineration Ceremony Alt Rock Grunge,48.00
Odell Brown - Odell Brown (LP) (Near Mint (NM or M-)) - 3687391516,29.95
Jon Lucien – Song For My Lady LP Vinyl Record Album PC33544 Funk Soul,10.00
Inflite First In Flite Vinyl LP Record OG First Press Very Nice Copy!,60.00
Sven Wunder - Eastern Flowers LP NM shrink jazz sitar psych ltd 300,50.00
"JOAO DONATO ""The New Sound Of Brazil"" 1965 Stereo LSP-3473 Bossa Nova Piano NM-",34.95
JOHN COLTRANE A Love Supreme LP IMPULSE! AS-77 US 1967 JAZZ RVG Elvin Jones VG+,246.95
MASAYOSHI TAKANAKA - Can I Sing? Vinyl Record LP (1983),48.00
"Screaming Trees – Buzz Factory -  Vinyl LP, Ex.  Ex. In the Shrink. 1989 SST 248",29.99
John Coltrane Plays Chim Chim Cheree LP Impulse A-85 STEREO VG+/EX First Press,79.99
Jon Lucien - Minds Eye 👁️ LP OG Pressing VG+ 1974 RCA Funk / Soul,30.00
Depeche Mode Black Celebration Vinyl LP 1985 ,39.00
Ornette Coleman Contemporary LP NM  STEREO Red Mitchell Don Cherry pre OJC,38.98
Ramones PLEASANT DREAMS vg++ 1981 Sire LP Punk Rock,28.98
BUTTHOLE SURFERS Cream Corn EP 1985 Touch & Go ORIG US PRESS  *MINT*,45.99
Forbidden Zone Soundtrack Danny Elfman Oingo Boingo 1st 1983,74.99
Kraftwerk Self Titled 6641 077 UK Gatefold Double Record 1972 incredible discs,174.99
Unsane Singles 1989 - 1992 Matador Records,49.99
Violent Femmes 1982 1983 1st Press ? Self TItled Debut Record a beauty 1-23845,124.99
The Vaselines Dum-Dum Vinyl LP 53rd & 3rd  1989 Original and nice copy,199.99
Jorge Ben – Africa Brasil Brazil 1976 FIRST PRESS Jazz  Soul Music Vinyl VG+ ,119.99
"Syd Barrett, The Madcap Laughs, 1974 US Original 2LP VNL Harvest SABB-11314 PG",145.00
D’Angelo & The Vanguard – Black Messiah (2014 OG 2xLP MASTERDISK) NM/EX,94.99
IDRIS MUHAMMAD BLACK RHYTHM REVOLUTION! LP RARE GREEN LABEL ISSUE,54.99
1975 Sonny Stitt ~ Dumpy Mama ~ Flying Dutchman BDL1-1197 ~ LP Vinyl,14.99
Temper No Favors LP Vinyl Record Album MCA-23506 Boogie Disco Funk Soul,14.00
24 Carat Black Ft La Deana Remember LP Vinyl Record Album,18.00
"TANYET   "" CEYLEIB PEOPLE "" LP RECORD VAULT LP/SLP 117",17.99
Lonnie Liston Smith & The Cosmic Echoes Reflections Of A Golden Dream LP...,20.00
Fela Anikulapo Kuti  Shuffering And Shmiling LP,25.00
"Tony Rallo And The Midnite Band, LP, Promo, VG+, Burnin Alive, NBLP-7187-DJ",11.00
MELVINS Gluey Porch Treatments LP Alchemy Records Original Dale Buzz,269.99
HEAR👂Don Cherry Complete Communion Blue Note LP Gato Barbieri Henry Grimes EX,59.99
Fela Anikulapo Kuti  Zombie LP,25.00
Fugazi - Repeater LP Vinyl Record Discord Records NM-,16.00
More Eaze & Claire Rousay - No Floor (LP) 2025 US (M),24.99
The Jesus And Mary Chain - Darklands LP Warner Bros. Records ‎– 9 25656-1 1987,120.00
Eberhard Weber Colours - Silent Feet  VG+/VG+++ VINYL LP ECM Germany 1st Press,49.95
Fela Anikulapo Kuti  Army Arrangement ,25.00
The Smiths Hatful of Hollow LP Vinyl First UK Pressing 1984 Black Sleeve. ,42.00
The Smiths Strangeways Here We Come vinyl record  Sire 9256491 1st Press 1987 NM,74.99
The Cure Disintegration 1989 LP ORIGINAL 1st US Press VG+/VG+ w/Inner TESTED HTF,125.00
Swervedriver - Raise 1991 LP original US pressing A&M Records (VG+),70.00
The Replacements - Tim 1985 original viny Sire 9 25330-1 SRC Pressing (VG+),50.00
"Caamp - ""Copper Changes Color"" - LP Album",25.00
CAL TJADER Soul Sauce US Stereo LPSW-90446 ,20.00
The Bernie Leadon-Michael Georgiades Band – Natural Progressions • LP Record,14.95
Kate Bush Never For Ever 1980 Canada LP Harvest EMI STAO-6476,19.99
Buy The Contortions ZE Records 1979 Avant Garde Punk,67.50
UNWOUND The Future Of What LP Kill Rock Stars - OG Press,67.50,557674,30
Joy Division- Still - Orig. Rare Double Vinyl LP [Portugal] (Fact-111-19/20),187.50
"CHROME half machine lip moves SIREN 12"" LP 33 RPM With Poster Insert 1979",187.50
Zombi Original Motion Picture Soundtrack Goblin Dawn Of The Dead LP Cinevox Rare,32.00,254488,27
The Explosive Side Of Joe Panama LP by Joe Panama vinyl Canadian import VG+,50.00,5706177,18
ULTIMATE SPINACH - Self Titled LP Vinyl VG/VG,13.99,1972400,18
MARION BROWN Sweet Earth Flying IMPULSE VG+,60.00,517791,36
"Roland Kirk, Domino, 1962 1st Mercury Stereo, SR-60748, VG+/VG+",39.95,441281,18
LOVE - Forever Changes (1967 Orig Pressing) Vinyl Record LP Monarch VG,49.99,2634224,18


Kashif - Kashif LP Arista AL8-8164 Stereo 1983 VG+/G,25.00,591339,15
The Smiths – The Queen Is Dead – LP – US Promo – Sire 1-25426,62.00,429319,40
"Eno Moebius Roedelius After the Heat LP Vinyl 12"" 33 RPM Sky Records",45.00,116501,28
Fuzzy Haskins - A Whole Nother Thang (LP) (Near Mint (NM or M-)) - 4017448504,55.00,574816,30
Karlheinz Stockhausen Telemusik · Mixtur LP Vinyl Deutsche Grammophon Avant-gar…,10.49,168288,12
Elizabeth Cotten - Vol. 2 Shake Sugaree 1967 Folkways FTS 31003 Vinyl Record EX,75.00,1762342,25
GEORGE MICHAEL - Faith (1987 album) LP Record C 40867 W Sleeve Original Wrapping,30.00,4504601,18
R.E.M. REM Murmur Vinyl LP Record Original Inner Sleeve 70014 1983,25.00,4480150,25
Donny Hathaway - Live LP (1972) Tested,60.00
Vintage R.E.M. REM Document 1987 LP Vinyl Album Record IRS-42059 MCA,25.00
Vintage R.E.M. REM Green LP Vinyl Warner Bros Records 1988 Original Sleeve,39.00
"Cymande – Cymande , Vinyl, LP, Album, Stereo,  Gatefold US  Sep 1972",220.00
Malombo S/T Kaya Label LP,69.99,544453,12
Depeche Mode – 101 Vinyl 2xLP US 1989 W/ Booklet -  Sire – Mute – 1-25853,90.00
R.E.M. REM Reckoning Vinyl LP Record Original Inner Sleeve 70044 1984,35.00
FAITH NO MORE Introduce Yourself SLASH LP 1987 LP Record Vinyl 1-25559,40.00
1986 LP REM Life's Rich Pageant International Record Syndicate IRS-5783 R.E.M.,25.00
Sylvia Telles Lp The Wonderful Songs Of Antonio Carlos Jobim (1966) Rare - Vg,24.00
The Told and Joachim Kuhn Quartet - Impression of NY - Impulse Stereo  NM,32.99
Michael White - Where Are You Now -:::VERY RARE:::- Vinyl Record Lp,160.00
"Steve ""Silk"" Hurley & The Voices Of Life Feat. Sharon Pass – The Word Is Love",32.50
FLAMING LIPS Yoshimi Battles The Pink Robots 2002 1st Pressing LP PIAS 10 NM+,55.00
Pat Martino:  Starbright ~ Warner Brothers Records BS 2921 LP 1976,25.00
THE SMITHS The Queen Is Dead SIRE LP Gatefold US Press Promotional Stamp HTF ,99.99
Unity Dance Gunter Hampel And His Galaxie Dream Band 1973 LP Germany Birth NM,79.99
"The Faith Tones Jesus Use Me Vintage Vinyl LP Record Rare, Sought After 1964",200.00
Le Tigre This Island Vinyl,40.00
Sinéad O'Connor - I Do Not Want What I Haven't Got (LP) (Near Mint (NM or M-)) ,49.99
The Ramones - Pleasant Dreams 1981 Vinyl Original First Pressing Sire,25.00
Thorinshield – Thorinshield - 1967 - Philips – PHS-600-251 - Vinyl LP - EX,19.99,2766401,12
Olivia Wyatt/Bitchin Bajas - Sailing a Sinking Sea Vinyl LP + DVD VG,39.99
"BIG STAR #1 Record promo c/o LP, 1972 Ardent ADS2803, see description for rating",450.00
Ramones - Subterranean Jungle LP 1983 Original Pressing Vinyl Sire,22.00
"Unsane Scattered, Smothered & Covered LP 1995 Amphetamine Reptile Records U.S.",99.99
Kashif~Love Changes~hype With Printed Inner Sleeve~1987 Contemporary R&B / Soul,24.00
CHARLES MINGUS THE BLACK SAINT & SINNER LADY US IMPULSE MONO LP COVER / Worn Lp,40.00
TORTOISE Millions Now Living Will Never Die 1996 1st Pressing NEAR MINT,48.00
HOWARD WALES JERRY GARCIA - Hooteroll? LP Vinyl VG+/VG+ ,33.99,2756801,25
"Blue Mitchell - Graffiti Blues vinyl , Japan - Import",35.00
Cajmere Underground Goodies Vol. VI 1994 Cajual Records CAJ-219-1 Chicago House,15.00
"CYMANDE - Self Titled LP (1972, US Original Pressing, Janus Records JLS 3044) NM",150.00
Q-Tip The Renaissance 2LP Vinyl 2008 Original Pressing Motown,140.00
HEAR👂Kenny Dorham The Swingers Jazzland Mono OG DG Rare Original 1960 LP VG+,49.99
Sikalo -Rare African Musical/ Electrosonic Clean!,30.00,8546877,10
Donald Byrd Up Up Up LP Vinyl,50.00
RADKA TONEFF Winter Poem 1981 Gatefold Reissue LP Used! Zarepta Norway Jazz,40.99,1939468,25
"Sandy Denny ""Sandy"" released in  1972 on A&M Records",25.99
[MINT] Eclipse – Makin' Tracks - Vinyl/LP - 1984 Funk/Soul - Bonsai records,39.99
SONNY CHARLES The Sun Still Shines 1982 SOUL FUNK DISCO LP on Highrise #HR102AE,9.38
ANDREW HILL Compulsion BERT AGUDELO LACQUER CUT Stereo LP Used! Blue Note 84217,130.99
John Coltrane – My Favorite Things LP Atlantic SD 1361,26.99
GERMS  (GI) - 1979 Rare Grey Slash Label 1-23932 Joan Jett Producer (EX/EX),120.00
Vinyl Sonic Youth A Thousand Leaves 2LP Record,28.00
ANDREW HILL Andrew!!! 1970 STEREO Reissue LP Used! Blue Note Liberty BST 84203,60.99
Yusef Lateef - In Nigeria LP 1985 Landmark Records LLP-502 VG+ / VG,26.00
"THE VELVET UNDERGROUND LP ""Loaded"" ORIGINAL 1970 COTILLION RECORDS",49.00
REV. T.O. HUDGENS From The Bottom Of My Heart LP Very Rare TOH Records #TOH-6532,50.00
SISTER DOUBLE HAPPINESS LP +Insert San Francisco Punk Alternative Gary Floyd SST,14.99
EDDIE HORAN Love The Way You Love Me Ex+ 1978 USA HDM Records Soul LP,15.81
SPACE PROJECT Disco From Another Galaxy APL12853 LP GOLD Vinyl  VG 1978 Has Wear,27.65
"Joe Henderson In Japan Milestone MSP-9047 1973 Jazz Live LP Vinyl 12""",90.00
Sonic Youth – EVOL Clear Vinyl LP w/ Original Insert,24.99
KATE BUSH ~ NEVER FOR EVER  1980 EUROPE PRESS NM- TO UNPLAYED VINYL LP LOW$$,34.95
Belle and Sebastian – If You’re Feeling Sinister Vinyl LP Jeepster,24.99
"George Michael “Faith"" with Poster Insert - Orig Vinyl LP 1987 OC40867",43.00
New York Dolls / SYLVAIN SYLVAIN Self-Titled RCA AFL1-3475 PROMO COPY 1979 NM/EX,24.96
KASHIF Self Titled ARISTA AL8-8001 LP Vinyl Mint-,29.00
The Smiths ~ Meat Is Murder Vinyl LP 1985 Sire Insert (1-25269) Promo/Hype! VG+,75.00
"LP-POSITIVE NOISE-Change of Heart-1982-Get Up and Go, Waiting for the 7th Man",8.99
AFRICAN SUITE Self-Titled (LP) 1980 PROMO MCA-3205 Richie Rome / NM,42.66
POLLEN S/T CANADA ORIG 1976 QUEBEC PROG ART PSYCHE w/ Mego Celine Dion LP album!,125.00
"The Smiths - Rank - Gatefold 12"" Vinyl LP 1988 Rough Trade Clean",75.00
REM R.E.M. Reckoning LP IRS SP 70044 STEREO 1984 VG +,32.95
Sonic Youth - Evol - OG W/ Lyric Insert 1986 SST Records,80.00
GRANT GREEN – THE MAIN ATTRACTION - VINYL LP BLACK - KUDU RECORDS - VG+ - A4,25.09
TRASH FUNK – DRUM DOWN THE HOUSE - VINYL LP BLACK - VG+ - A25,19.26
LP VINYL THE CURE ALBUM FAITH FICTION RECORDS fix 6 UK 1ST PRESS 1981 VG+,78.00
Tsunami - Tsunami RARE OG 1983 Press INSERT ENIGMA (VG+) Vinyl LP E 1032,13.00
The Cure - The Top - Promotional Vinyl LP,39.98
Bob Lumen-Let's Think About Livin' - Vitaphonic/Monophonic - W1396,80.00
Brian Eno- Taking Tiger Mountain By Strategy -1974 Vinyl LP - Island ILPS 9309 ,25.00
Soul Fingers LP Vinyl Record Morris Nanton,28.00
Love Forever Changes Elektra EKS-74013 First Pressing LP Record Clean,44.00
N/A Lp The Money Machine (1975) - Library Production Music – Mm1 - Beats Breaks,19.99
BIG BLACK Lungs EP REPRINT INSERT ALBINI STOCK W/LETTER Used! 1982 Ruthless Chi.,175.99
