Title,Price,DiscogsID,MaxPrice
CURTIS FULLER Soul Trombone Original 1962 Mono Impulse LP FREDDIE HUBBARD,100.00
Suburban Lawns Vinyl Record 1981,35.00
The Stooges Raw Power Lp Vinyl 1973 1st Press Hype/Insert VG+/EX Wax,349.99
Butthole Surfers Hairway To Steven Touch and Go Records 1988 GLP#29A Original,74.00
JANES ADDICTION - NOTHING'S SHOCKING vinyl record lp  warner,24.00
THE VELVET UNDERGROUND VU 1984 Verve Polygram Records 1984 422-823 VG+,35.00
George Michael Faith 1987 LP 40867 1st Press SHRINK Hype Sticker Vinyl,49.00
I.N.D. ~  INTO NEW DIMENSIONS ~ ERECT RECORDS WITH RARE b/w BAND PHOTO,59.99,2235574,75
New Order The Peel Sessions 1981 Vinyl Record 12” SFPS 039 Canadian Press NM,29.00,29053,10
Steve Reich Maxfield Oliveros – Electronic Music LP 1967 Odyssey Avant-Garde 33⅓,64.99,478848,15
"RINDER & LEWIS ""SEVEN DEADLY SINS"" PROMO LP ** VG/VG ** PLAY GRADED **",25.00,202307,10
"M’BOOM By Max Roach, Roy Brooks, Joe Chambers, Ray Mantilla, Freddie Waits ++ LP",40.00
SONIC YOUTH Hits Are For Squares Gold vinyl 2010 RSD DOUBLE LP Limited Ed,24.00
The Cure The Head On The Door Vinyl LP 1st Press 1985 Elektra ST-E-60435-1 Rare ,30.00
Ded - Resent [LP record],20.00
WILMETTE – WILMETTE -  VINYL LP - X91,39.99
Alan Vega Saturn Strip Vinyl LP 60259-1 VG+ Shrink,24.00
"Black Messiah by D'angelo & the Vanguard (Record, 2015)",27.77
"B. Dolan LP ""LIVE EVEL"" vinyl 2008 Excellent SFR013 Strange Famous Records",12.85
Art Bears lp Winter Songs **Ralph Records** 1979 VG+ w/ insert,19.99
Fairport Convention lp Unhalfbricking **Carthage** EX Reissue shrink,24.99
Steve Reid  – Rhythmatism LP 2004 UK Import Arthur Blythe Charles Tyler SoulJazz,60.00
Yusef Lateef lp The Golden Flute gatefold record impulse 9125 jazz NM Van Gelder,40.00
JOHN COLTRANE Ballads    Van Gelder original print Vinyl,86.98
"Yusef Lateef ""1984"" produced 1971  laminated IMPULSE VAN GELDER Vinyl LP ALBUM",10.00
WILLIE COLON/LAVOE “ CRIME PAYS”FANIA REC🎶CHE CHE COLE🎶VEN PRESS/GATEFOLD/,39.99
LINDA LEWIS - LARK LP K 44208 REPRISE RECORDS 1972 w/Lyric Sheet!,23.00
Cabaret Voltaire - Micro-Phonies vinyl 1984 Virgin VL 2316 CA pressing,27.99
The Teardrop Explodes Kilimanjaro Original 1980 Vinyl LP UK Import,40.00
Liars - They Threw Us All In A Trench And Stuck ... - 1st UK Press 2002 LP - EX,29.00
"BARON VON OHLEN QUARTET 1973 LP, Creative World CW3301, Nice Copy VG++/VG++",100.00
Sambas De Enredo Das Escolas De Samba Grupo IA Carnaval 82 Top Tape VG+ LP #3782,14.00
"Melvins - Self Titled (Lysol) 12"" Vinyl 1992 Boner Records BR35-1 Tupelo TUP42-1",150.00
Ozma The Melvins Original Pressing 1989 Boner Records ,100.00
HSAS Through The Fire LP Quiex Vinyl NM Hagar Schon  TML-X MASTERED-Allied Press,24.99
Julian's Treatment – A Time Before This 1970'  Lp Vinyl Record,65.00
Yusef Lateef Psychicemotus LP Impulse! AS-92 Rare! Vinyl Record 1965,79.99
ALICE COLTRANE PHAROAH SANDERS Journey In Satchidananda IMPULSE! AS-9203 US 1971,199.00
Sonic Youth Dirty Double LP Vinyl Record Alternative Rock David Geffen Label,125.00
Josefus Dead Guy Vinyl LP Record Texas Hard Rock Banger NM/NM Beautiful Copy,65.00
Jewel Pieces of You Vinyl 2xLP EX,20.00
"RIP, RIG & PANIC",45.00
Nik Pascal~The Sixth Ear~MOOG SYNTH~1972~Narco~Electronic Experimental Rare LP,25.99
Talk Talk - Spirit Of Eden [Used Very Good Vinyl LP] Half-Speed Mastering,28.30
HEAR👂Cecil Taylor Quartet Looking Ahead! Contemporary Stereo LP Shrink,34.99
"YUSEF LATEEF Club Date, 1976, LP Vinyl ABC Impulse SEALED",35.00
The Germs Gi Vinyl Produced By Joan Jett 1979,100.00
Gwen McCrae (Self Titled) LP - SD 19308 - VG+ VINYL IN SHRINK,22.00
Sonic Youth - Evol 1986 SST Records w/ Lyric Insert  VG/VG+/NM-,55.00
Patrice Rushen - Straight From The Heart LP 1982 Elektra Funk Soul VG,26.00
Black Flag Damaged Vinyl 1981 RR9956,30.00
Decline Of Western Civilization Part II Metal Years Album Vinyl LP SEALED,39.95
Strange Behavior Animation Polygram Records 1986 Stereo LP  Mint-,19.99
Hot Vinyl,12.00
John Coltrane - Standard Coltrane - 1962 - Vinyl LP Stereo,40.00
Danny Kortchmar – Kootch LP Warner Bros 1973 BS 2711 WLP white label promo VG+,10.00
Magnetic Heaven Wax RCA Records 1986 Stereo LP  Mint-,24.99
AZUMA  1987'  PRIVATE MUSIC New Age  Lp Vinyl Record Tangerine Dream PB Label,35.00
CRUNT 33 RPM LP CRUNT ROCK PUNK BABES IN TOYLAND LUBRICATED GOAT TRANCE + BONUS,38.00
The Flaming Lips Hear It Is vinyl lp 1986,20.00
GIL EVANS ORCH Plays Jimi Hendrix CPL10667 C✩PL1 LP Vinyl VG+ Cover Fair 1974,16.99
Tron~Wendy Carlos Soundtrack~1982 Vinyl CBS Records~BL-37782,31.50
THE TEMPLE AIRES Song Songs Of Zion 12” Vinyl LP Rare,24.99
"Faust: The Last LP.  Limited Edition, Numbered. #1342. 1988 UK Pressing. VG+++",65.00
Ken McIntyre With Eric Dolphy - Looking Ahead - 1965 LP RVG VG New Jazz Prestige,39.99
Minnie Riperton – Perfect Angel Vinyl LP - 1974 - Epic KE 32561 -,20.00
BRAINTICKET PSYCHONAUT BL15156 BELLAPHON 70'S REISSUE ~ WEST GERMAN PRESSING,38.50
"VTG ""DEUCES, T'S, ROADSTERS &DRUMS"" RCA 1963 HAL BLAINE and THE YOUNG COUGARS",25.00
ESPERANZA ENCANTADA Rolling Stones THE BEATLES COVERS Latin Folk Rock RARE,9.99
HOLIDAY IN RIO Alfredo & His Amigos RARE Rhumba MAMBO Tango LATIN Cha Cha Cha,9.99
EARTHBOUND Roberto SEXY CHEESECAKE GIRL COVER Space Age Pop MCM 50's Vtg Vinyl,9.99
THE CARIBBEAN AT NIGHT Latin Jazz BRAZIL Bolero RUMBA Spanish SPACE AGE POP Easy,9.99
The Phoenix - Alpha Zulu [Black Vinyl]  Vinyl LP Album VG+,14.99
CRAIG LEON NOMMOS LP Vinyl EX Record RARE 1981 Takoma Electronic Experimental,69.99
Serge Blenner La Vogue LP Vinyl NM Record RARE 1980 Original SKY Germany,39.99
Andy Roberts LP Home Grown SEALED Ampex,179.99
"The JB's Food For Thought, Produced By James Brown, 1972",22.00
Fred Wesley & The J.B.'s - Damn Right I Am Somebody Vinyl LP 6602 1st 1974 VG+,25.00
L7 Hungry For Stink Original 1994 US Slash Records Pressing Blue Vinyl Promo LP,49.99
"JIM SULLIVAN: folklore with a beat EPIC 12"" LP 33 RPM | Rare Demonstration",24.99
FREDDIE HUBBARD A Soul Experiment LP ‘69 Atlantic Carlos Garnett Kenny Barron EX,33.00
MINISTRY COLD LIFE ORIGINAL VINYL EXCELLENT ,33.49
The Smiths Queen is Dead 1986 1st Press 1-25426 VG  LP Morrissey RARE!,75.00
Barry Altschul - You Can’t Name Your Own Tune LP  1977 Muse Promo OG,40.00
Bobby Brown-The Enlightening Beam Of Axonda-Psych LP-Destiny…SIGNED Autograph,33.89
"LP: Elvin Jones, Coalition King Recording, Blue Note, Reissue, Japan, 1983, Hard",45.00
"DEPECH MODE 1981: Speak & Spell LP 33 RPM Vinyl 12"" Sire Record Los SRK 3642 VG",57.38
Jon Hassell/Brian Eno ‎♫ Fourth World Vol 1 Possible Musics ♫ Rare 1980 Vinyl LP,99.99
Scott Lindenmuth Group ‎‎♫ Changin Rhythm ‎♫ Rare 1987 Dark Stream Vinyl LP,29.99
Ernesto Baffa – Tango Sin Edad (1980) VG+/VG+,24.95
Altamira Banda Show ‎– Banana Vinyl LP Latin Funk Soul Soca Merengue EX,10.00
"Antonio Carlos Jobim - Wave, Vinyl LP NM Jazz Shrink A&M",22.45
Donny Hathaway - Donny Hathaway - 12” Vinyl LP 1971 - ATCO SD 33-360,24.99
Solar Heat – Solar Heat LP- ABC Records AA-1129 (1979) Promo,15.99
ASTRUD GILBERTO I HAVEN'T GOT ANYTHING BETTER TO DO LP RARE 1969 VERVE V6-8776,14.99
